CHROM,POS,A_Kalix_Baltic_Spring,B_Vaxholm_Baltic_Spring,DalBoB_Atlantic_Autumn,DalGeB_Atlantic_Autumn,DalInB_Atlantic_Spring,DalNsF_Atlantic_Autumn,DalNsS_Atlantic_Spring,G_Gamleby_Baltic_Spring,HGS10_Downs_EnglishChannel_Winter,HGS11_RingkobingFjord_NorthSea_Spring,HGS12_BornholmBasin_Baltic_Autumn,HGS15_NSSH_Atlantic_Spring,HGS16_Orkney_NorthSea_Autumn,HGS17_IsleOfMan_IrishSea_Autumn,HGS18_CelticSea_Atlantic_AutumnWinter,HGS19_TeelinBay_Atlantic_Winter,HGS1_Riga_Baltic_Spring,HGS20_CapeWrath_Atlantic_Spring,HGS21_Hebrides_Atlantic_Mixed,HGS22_CapeWrath_Atlantic_Autumn,HGS23_Clyde_Atlantic_Spring,HGS24_Landvik_Atlantic_Spring,HGS25_Lindas_Atlantic_Spring,HGS26_Lusterfjorden_Atlantic_Spring,HGS27_Gloppen_Atlantic_Spring,HGS2_Riga_Baltic_Spring,HGS3_Riga_Baltic_Autumn,HGS4_Riga_Baltic_Autumn,HGS5_Schlei_Baltic_Autumn,HGS6_Schlei_Baltic_Spring,HGS71_Rugen_Baltic_Spring,HGS72_Rugen_Baltic_Spring,HGS8_KattegatNorth_Atlantic_Spring,HGS9_Greenland_Atlantic_Spring,H_Fehmarn_Baltic_Autumn,J_Traslovslage_Baltic_Spring,LandvikS17_Norway_Baltic_Spring,N_NorthSea_Atlantic_Autumn,O_Hamburgsund_Atlantic_Spring,PB10_Skagerrak_Atlantic_Spring,PB11_Kalmar_Baltic_Spring,PB12_Karlskrona_Baltic_Spring,PB1_HastKar_Baltic_Spring,PB2_Iceland_Atlantic_Spring,PB4_Hudiksvall_Baltic_Spring,PB5_Galve_Baltic_Spring,PB6_Galve_Baltic_Summer,PB7_Galve_Baltic_Autumn,PB9_Kattegat_Atlantic_Spring,PN3_CentralBaltic_Baltic_Spring,Q_Norway_Atlantic_Atlantic_Spring,TysklandS18_Germany_Baltic
chr18,4781641,0.33,0.37,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.5,0.56,0.0,0.07,0.08,0.07,0.08,0.48,0.0,0.0,0.03,0.0,0.19,0.06,0.0,0.0,0.42,0.29,0.44,0.3,0.37,0.1,0.43,0.13,0.0,0.38,0.43,0.17,0.06,0.14,0.14,0.43,0.22,0.68,0.0,0.54,0.55,0.29,0.47,0.26,0.47,0.09,0.46
chr18,4817717,0.64,0.41,0.03,0.18,0.18,0.09,0.16,0.48,0.05,0.42,0.54,0.1,0.06,0.09,0.07,0.06,0.23,0.08,0.12,0.15,0.03,0.28,0.15,0.19,0.17,0.41,0.59,0.45,0.68,0.46,0.39,0.64,0.17,0.41,0.41,0.59,0.54,0.06,0.38,0.27,0.57,0.47,0.43,0.24,0.76,0.5,0.47,0.36,0.55,0.35,0.05,0.61
chr18,4946550,0.32,0.3,0.85,0.87,0.88,1.0,1.0,0.41,0.8,0.48,0.56,0.93,0.88,0.85,0.74,0.81,0.3,0.95,0.9,0.86,0.82,0.65,0.95,0.78,0.73,0.11,0.45,0.32,0.56,0.57,0.67,0.33,0.59,0.75,0.26,0.63,0.67,1.0,0.82,0.75,0.39,0.48,0.37,0.84,0.5,0.12,0.28,0.5,0.59,0.43,0.92,0.44
chr18,4995741,0.43,0.53,0.9,0.96,1.0,1.0,0.96,0.52,0.88,0.7,0.65,0.97,0.76,0.9,0.92,0.86,0.68,0.96,1.0,0.9,1.0,0.62,1.0,0.94,0.9,0.54,0.5,0.54,0.73,0.32,0.59,0.52,0.81,0.91,0.67,0.75,0.5,0.87,0.8,0.88,0.46,0.6,0.67,1.0,0.47,0.35,0.46,0.61,0.53,0.43,0.94,0.5
chr18,5070882,0.83,0.83,0.06,0.0,0.04,0.0,0.07,0.68,0.0,0.35,0.43,0.0,0.0,0.03,0.22,0.08,0.77,0.0,0.0,0.0,0.09,0.23,0.1,0.05,0.03,0.69,0.5,0.58,0.59,0.32,0.41,0.53,0.29,0.0,0.56,0.44,0.07,0.0,0.33,0.06,0.64,0.75,0.77,0.0,0.68,0.83,0.68,0.46,0.43,0.6,0.04,0.46
chr18,5401576,0.52,0.59,0.03,0.19,0.17,0.0,0.08,0.41,0.19,0.41,0.61,0.06,0.0,0.13,0.03,0.12,0.57,0.08,0.14,0.15,0.1,0.35,0.08,0.14,0.12,0.37,0.46,0.39,0.52,0.33,0.48,0.35,0.2,0.11,0.39,0.29,0.26,0.03,0.12,0.09,0.47,0.57,0.56,0.11,0.63,0.68,0.61,0.54,0.36,0.51,0.05,0.54
chr18,5413549,0.5,0.71,1.0,1.0,1.0,1.0,1.0,0.51,1.0,0.81,0.56,1.0,0.96,1.0,0.91,0.97,0.57,1.0,1.0,1.0,1.0,0.86,0.94,1.0,0.97,0.57,0.5,0.61,0.64,0.76,0.59,0.67,0.74,1.0,0.63,0.76,0.72,0.97,0.89,0.79,0.53,0.29,0.5,1.0,0.4,0.6,0.51,0.78,0.8,0.56,1.0,0.51
chr18,5641891,0.47,0.44,0.95,0.79,0.79,0.92,0.9,0.44,0.86,0.65,0.58,0.87,0.69,0.97,0.91,0.97,0.7,1.0,0.91,0.9,1.0,0.93,0.86,0.81,0.82,0.45,0.51,0.31,0.65,0.87,0.76,0.75,0.9,0.81,0.48,0.88,0.95,0.97,0.89,0.83,0.47,0.51,0.35,0.93,0.53,0.39,0.51,0.35,0.83,0.53,0.79,0.83
chr18,9244125,0.33,0.35,0.44,0.47,0.1,0.33,0.09,0.27,0.35,0.84,0.38,0.93,0.32,0.38,0.2,0.59,0.55,0.94,0.45,0.41,0.97,0.97,0.97,0.97,0.9,0.43,0.23,0.35,0.94,0.96,0.9,0.92,0.97,0.27,0.33,0.83,0.9,0.5,0.94,0.91,0.38,0.43,0.39,0.86,0.62,0.7,0.27,0.38,0.94,0.56,0.98,0.93
chr18,10670643,0.52,0.53,0.37,0.23,0.24,0.21,0.22,0.77,0.26,0.83,0.52,0.24,0.13,0.24,0.3,0.09,0.44,0.21,0.39,0.29,0.13,0.53,0.08,0.05,0.09,0.43,0.35,0.38,0.59,0.75,0.57,0.76,0.44,0.25,0.31,0.73,0.46,0.16,0.42,0.17,0.44,0.47,0.57,0.0,0.58,0.38,0.45,0.24,0.38,0.53,0.17,0.62
chr18,13281852,0.0,0.0,0.0,0.11,0.0,0.0,0.03,0.0,0.0,0.47,0.0,0.0,0.0,0.03,0.04,0.04,0.15,0.0,0.0,0.0,0.0,0.39,0.0,0.04,0.0,0.0,0.07,0.05,0.92,0.71,0.61,0.6,0.36,0.0,0.0,0.55,0.26,0.0,0.16,0.26,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.45,0.0,0.04,0.77
chr18,13308656,0.0,0.08,0.03,0.03,0.0,0.0,0.0,0.0,0.03,0.5,0.0,0.02,0.0,0.03,0.0,0.03,0.14,0.0,0.03,0.03,0.0,0.22,0.03,0.06,0.02,0.0,0.04,0.0,0.79,0.62,0.43,0.63,0.26,0.04,0.04,0.59,0.22,0.07,0.19,0.18,0.0,0.12,0.0,0.02,0.0,0.0,0.0,0.07,0.31,0.12,0.02,0.69
chr18,13324147,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.04,0.62,0.0,0.0,0.0,0.04,0.0,0.04,0.09,0.0,0.0,0.0,0.04,0.29,0.0,0.0,0.0,0.0,0.03,0.0,0.87,0.66,0.67,0.72,0.37,0.0,0.05,0.68,0.27,0.03,0.17,0.26,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.07,0.0,0.78
chr18,13350950,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.32,1.0,1.0,1.0,1.0,1.0,1.0,0.93,1.0,1.0,1.0,1.0,0.62,1.0,0.96,0.97,1.0,0.98,0.98,0.12,0.5,0.3,0.24,0.77,1.0,1.0,0.36,0.67,0.92,0.67,0.81,0.92,0.97,1.0,0.95,1.0,1.0,1.0,1.0,0.69,1.0,1.0,0.23
chr18,13362743,0.97,1.0,1.0,0.97,0.95,1.0,1.0,1.0,0.88,0.33,1.0,0.92,1.0,0.93,0.75,0.92,0.9,0.96,0.93,1.0,1.0,0.69,0.97,0.93,0.97,1.0,0.93,0.98,0.04,0.28,0.19,0.26,0.63,1.0,0.97,0.14,0.71,0.92,0.78,0.69,0.97,1.0,1.0,0.94,1.0,1.0,1.0,0.97,0.49,0.85,0.93,0.32
chr18,13397617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.54,0.08,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.33,0.06,0.0,0.03,0.0,0.03,0.0,0.62,0.55,0.7,0.53,0.22,0.0,0.08,0.54,0.27,0.02,0.28,0.18,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.69
chr18,16652004,0.18,0.14,0.41,0.43,0.17,0.24,0.21,0.09,0.57,0.31,0.11,0.45,0.65,0.57,0.52,0.38,0.2,0.53,0.68,0.57,0.63,0.32,0.88,0.67,0.62,0.09,0.16,0.21,0.13,0.1,0.17,0.16,0.3,0.41,0.26,0.24,0.3,0.59,0.22,0.29,0.19,0.1,0.18,0.45,0.13,0.08,0.12,0.1,0.31,0.05,0.32,0.25
chr18,17025869,0.58,0.68,0.9,1.0,0.86,1.0,0.9,0.34,0.22,0.74,0.36,0.81,0.48,0.42,0.66,0.73,0.49,0.69,0.73,0.41,0.68,0.94,0.69,0.85,0.82,0.35,0.56,0.64,0.59,0.62,0.43,0.5,0.82,1.0,0.41,0.49,0.82,0.5,0.63,0.77,0.43,0.41,0.42,0.93,0.41,0.58,0.27,0.54,0.7,0.43,0.89,0.5
chr18,17041143,0.61,0.67,0.89,1.0,1.0,0.96,0.97,0.36,0.24,0.6,0.48,0.78,0.42,0.28,0.33,0.59,0.49,0.8,0.5,0.75,0.66,0.9,0.86,0.63,0.86,0.35,0.5,0.66,0.68,0.68,0.72,0.52,0.77,1.0,0.38,0.44,0.81,0.54,0.86,0.83,0.4,0.44,0.44,0.97,0.28,0.54,0.53,0.73,0.65,0.48,0.95,0.56
chr18,17189482,0.4,0.27,0.71,0.9,0.68,0.87,1.0,0.32,0.23,0.68,0.24,0.81,0.44,0.38,0.21,0.41,0.43,0.62,0.52,0.55,0.52,0.68,0.79,0.48,0.68,0.33,0.29,0.22,0.41,0.59,0.62,0.61,0.69,0.74,0.28,0.31,0.65,0.37,0.5,0.68,0.32,0.31,0.22,1.0,0.39,0.25,0.35,0.29,0.63,0.32,0.79,0.38
chr18,17227137,0.35,0.21,0.67,0.76,0.75,0.87,0.97,0.14,0.05,0.43,0.18,0.74,0.4,0.13,0.14,0.54,0.19,0.81,0.27,0.47,0.39,0.44,0.26,0.35,0.5,0.22,0.46,0.29,0.52,0.41,0.58,0.33,0.27,0.74,0.26,0.44,0.38,0.25,0.39,0.48,0.2,0.24,0.29,0.83,0.28,0.38,0.32,0.22,0.5,0.19,0.87,0.33
chr18,17263591,0.31,0.17,0.56,0.77,0.69,0.8,0.73,0.13,0.11,0.34,0.0,0.62,0.27,0.24,0.07,0.59,0.22,0.26,0.07,0.5,0.29,0.45,0.27,0.42,0.38,0.17,0.15,0.19,0.44,0.26,0.4,0.35,0.29,0.53,0.33,0.41,0.48,0.13,0.42,0.42,0.32,0.04,0.25,0.66,0.21,0.27,0.24,0.1,0.64,0.09,0.87,0.42
chr18,17334958,0.35,0.14,0.71,0.71,0.83,0.68,0.72,0.11,0.23,0.4,0.24,0.68,0.18,0.23,0.26,0.58,0.34,0.27,0.33,0.52,0.5,0.55,0.52,0.44,0.71,0.13,0.23,0.17,0.64,0.55,0.53,0.41,0.38,0.4,0.12,0.6,0.58,0.36,0.41,0.52,0.12,0.32,0.26,0.74,0.26,0.21,0.03,0.18,0.79,0.12,0.52,0.57
chr18,17369666,0.25,0.19,0.53,0.59,0.6,0.9,0.5,0.22,0.11,0.36,0.15,0.69,0.24,0.13,0.21,0.48,0.16,0.63,0.28,0.5,0.33,0.36,0.27,0.55,0.46,0.05,0.06,0.17,0.37,0.43,0.5,0.42,0.12,0.55,0.15,0.34,0.4,0.17,0.64,0.53,0.18,0.3,0.23,0.76,0.04,0.22,0.1,0.17,0.56,0.09,0.8,0.38
chr18,17420516,0.65,0.72,0.37,0.2,0.13,0.18,0.26,0.84,0.71,0.6,0.81,0.18,0.76,0.73,0.5,0.52,0.71,0.4,0.82,0.38,0.67,0.55,0.39,0.48,0.52,0.78,0.55,0.52,0.5,0.48,0.41,0.63,0.42,0.1,0.57,0.44,0.5,0.68,0.52,0.42,0.77,0.79,0.86,0.36,0.74,0.7,0.56,0.55,0.31,0.82,0.17,0.62
chr18,17450537,0.82,0.86,0.35,0.25,0.06,0.45,0.24,0.91,0.83,0.62,0.76,0.44,0.79,0.87,0.83,0.6,0.88,0.54,0.68,0.71,0.72,0.45,0.72,0.65,0.63,0.83,0.85,0.82,0.55,0.42,0.45,0.57,0.57,0.59,0.78,0.69,0.67,0.65,0.46,0.55,0.82,0.72,0.88,0.31,0.88,0.86,0.94,0.8,0.6,0.8,0.3,0.5
chr18,17657400,0.48,0.73,0.26,0.28,0.7,0.27,0.44,0.71,0.12,0.35,0.29,0.5,0.07,0.09,0.04,0.17,0.58,0.25,0.0,0.16,0.29,0.24,0.13,0.17,0.09,0.52,0.48,0.61,0.48,0.54,0.5,0.31,0.18,0.19,0.52,0.5,0.17,0.07,0.2,0.24,0.62,0.58,0.65,0.17,0.59,0.65,0.52,0.68,0.39,0.67,0.44,0.4
chr18,17675967,0.29,0.29,0.57,0.44,0.27,0.45,0.38,0.21,0.86,0.35,0.36,0.36,0.72,0.86,0.73,0.66,0.22,0.58,0.81,0.55,0.64,0.64,0.7,0.63,0.47,0.21,0.16,0.17,0.21,0.35,0.3,0.33,0.48,0.67,0.42,0.59,0.6,0.92,0.69,0.68,0.33,0.07,0.37,0.65,0.32,0.26,0.36,0.22,0.41,0.14,0.43,0.33
chr18,24036823,0.86,0.67,0.18,0.19,0.09,0.38,0.21,0.85,0.38,0.17,0.29,0.16,0.35,0.27,0.31,0.33,0.26,0.14,0.29,0.2,0.29,0.17,0.32,0.27,0.36,0.3,0.21,0.29,0.1,0.1,0.2,0.2,0.12,0.21,0.86,0.58,0.42,0.92,0.68,0.7,0.71,0.62,1.0,0.75,0.82,0.59,0.83,0.53,0.62,0.81,0.61,0.23
chr18,24348911,0.42,0.31,0.74,0.86,0.88,0.92,0.87,0.5,0.96,0.96,0.57,0.91,1.0,0.86,0.95,1.0,0.47,0.88,1.0,0.81,0.86,0.85,1.0,0.88,0.88,0.43,0.47,0.5,0.84,0.91,0.58,0.77,0.94,0.88,0.59,0.81,1.0,0.94,0.93,0.83,0.1,0.41,0.56,0.91,0.42,0.48,0.32,0.41,0.81,0.32,0.9,0.83
chr18,24941196,1.0,1.0,0.63,0.87,1.0,0.93,0.91,0.97,0.81,1.0,0.89,0.4,0.95,0.71,0.67,0.74,0.98,0.6,0.75,0.68,0.33,0.76,0.3,0.13,0.29,1.0,0.89,0.88,0.86,0.88,1.0,0.97,0.76,0.5,0.63,1.0,0.74,0.81,0.67,0.72,1.0,1.0,0.96,0.49,1.0,0.97,0.94,1.0,0.74,0.97,0.35,0.93
chr18,24990268,0.92,0.92,0.69,0.87,0.94,0.65,0.93,1.0,1.0,1.0,1.0,0.38,0.48,0.59,0.57,0.43,0.96,0.33,0.83,0.74,0.3,0.93,0.41,0.56,0.61,0.98,1.0,0.98,0.96,0.96,0.89,1.0,0.94,0.8,0.8,0.94,0.88,0.73,0.63,0.62,1.0,0.96,0.9,0.4,1.0,0.93,1.0,0.96,0.78,1.0,0.29,1.0
chr18,25056354,0.77,0.76,0.79,0.67,0.8,0.74,0.82,0.83,0.87,0.7,0.85,0.68,0.63,0.76,0.85,0.67,0.85,0.9,0.83,1.0,0.72,0.62,0.0,0.05,0.12,0.73,0.87,0.79,0.81,0.94,0.79,0.84,0.62,1.0,0.94,0.89,0.77,0.94,0.74,0.62,0.88,0.88,0.69,0.6,0.82,0.69,0.78,0.79,0.82,0.62,0.9,0.91
chr18,25097499,0.92,0.78,0.5,0.5,0.39,0.64,0.39,0.92,0.32,0.37,0.52,0.52,0.5,0.42,0.5,0.53,0.36,0.38,0.38,0.33,0.41,0.47,0.34,0.34,0.31,0.41,0.42,0.36,0.4,0.33,0.35,0.4,0.29,0.39,0.91,0.95,0.52,0.97,0.97,0.82,0.72,0.91,0.95,1.0,0.9,1.0,0.97,0.91,0.92,0.82,0.86,0.53
chr18,25412852,0.75,0.88,0.79,0.8,0.96,0.82,0.84,0.93,0.82,0.71,0.82,0.55,0.85,0.95,0.95,0.72,0.88,0.65,0.91,0.85,0.75,0.56,0.16,0.08,0.07,0.88,0.84,0.89,0.77,0.9,0.86,0.77,0.67,0.76,0.88,0.7,0.22,0.9,0.46,0.66,0.83,0.88,0.88,0.68,0.78,0.85,0.86,0.82,0.79,0.91,0.56,0.75
chr18,26700057,0.9,1.0,0.48,0.5,0.5,0.44,0.54,0.96,0.5,0.74,0.5,0.55,0.71,0.47,0.52,0.4,0.55,0.59,0.47,0.39,0.61,0.3,0.33,0.23,0.32,0.57,0.49,0.42,0.56,0.27,0.15,0.53,0.46,0.52,0.94,0.96,0.59,0.94,0.75,0.94,0.88,1.0,0.95,0.93,0.8,0.8,0.86,0.89,0.87,1.0,0.81,0.72
chr19,535481,0.2,0.24,0.36,0.05,0.25,0.17,0.3,0.21,0.36,0.15,0.38,0.85,0.26,0.53,0.47,0.71,0.4,0.79,0.43,0.43,0.83,0.54,0.71,0.77,0.91,0.12,0.45,0.39,0.36,0.5,0.27,0.26,0.57,0.33,0.33,0.26,0.44,0.2,0.54,0.61,0.25,0.36,0.25,0.71,0.42,0.21,0.41,0.21,0.39,0.25,0.82,0.19
chr19,827862,0.92,0.94,0.85,0.97,0.89,1.0,0.94,0.74,0.81,0.82,0.71,0.3,0.74,0.79,0.44,0.39,0.86,0.34,0.73,0.71,0.42,0.69,0.32,0.2,0.16,0.89,0.77,0.93,1.0,0.91,1.0,0.94,0.59,0.82,0.79,0.92,0.77,0.93,0.58,0.62,0.97,0.97,0.86,0.37,0.93,1.0,0.95,0.91,0.76,1.0,0.38,0.97
chr19,6336390,0.41,0.73,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.19,0.11,0.0,0.0,0.03,0.0,0.0,0.34,0.0,0.0,0.04,0.0,0.42,0.11,0.07,0.06,0.31,0.17,0.22,0.22,0.26,0.5,0.12,0.13,0.0,0.25,0.52,0.41,0.0,0.25,0.17,0.52,0.47,0.37,0.04,0.36,0.6,0.34,0.21,0.26,0.39,0.04,0.21
chr19,6356617,0.27,0.42,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.25,0.22,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.45,0.25,0.3,0.4,0.45,0.32,0.4,0.36,0.25,0.25,0.48,0.42,0.0,0.26,0.44,0.27,0.0,0.31,0.31,0.48,0.61,0.63,0.03,0.49,0.52,0.49,0.32,0.27,0.38,0.0,0.43
chr19,6379143,0.27,0.07,0.54,0.38,0.59,0.53,0.67,0.17,0.48,0.32,0.23,0.53,0.67,0.61,0.68,0.64,0.03,0.6,0.72,0.27,0.56,0.19,0.38,0.5,0.44,0.0,0.18,0.34,0.04,0.15,0.04,0.12,0.2,0.59,0.46,0.1,0.24,0.49,0.26,0.17,0.16,0.13,0.15,0.64,0.0,0.04,0.18,0.36,0.12,0.03,0.51,0.0
chr19,6398947,0.35,0.25,1.0,1.0,1.0,1.0,1.0,0.33,1.0,0.55,0.58,1.0,1.0,1.0,1.0,1.0,0.11,1.0,1.0,1.0,1.0,0.43,0.78,0.5,0.6,0.11,0.33,0.46,0.16,0.29,0.19,0.15,0.31,1.0,0.75,0.29,0.43,1.0,0.55,0.69,0.42,0.0,0.33,1.0,0.26,0.22,0.33,0.54,0.37,0.29,0.98,0.16
chr19,6422235,0.53,0.33,0.97,0.97,0.96,1.0,1.0,0.47,1.0,0.25,0.65,1.0,1.0,1.0,1.0,0.97,0.3,1.0,1.0,1.0,0.97,0.39,0.81,0.75,0.76,0.26,0.57,0.47,0.34,0.45,0.22,0.42,0.76,1.0,0.75,0.55,0.65,1.0,0.68,0.75,0.41,0.27,0.29,1.0,0.42,0.47,0.47,0.62,0.63,0.3,1.0,0.43
chr19,11167855,0.24,0.38,0.62,0.46,0.82,0.79,0.73,0.32,0.64,0.39,0.48,0.62,0.82,0.68,0.57,0.84,0.39,0.84,0.73,0.66,0.79,0.59,0.69,0.86,0.8,0.22,0.37,0.43,0.61,0.36,0.32,0.43,0.82,0.85,0.4,0.31,0.8,0.74,0.61,0.46,0.34,0.3,0.3,0.83,0.3,0.29,0.17,0.39,0.43,0.29,0.8,0.17
chr19,20356495,0.72,0.67,0.7,1.0,0.27,0.93,0.21,0.7,0.81,0.67,0.91,0.39,0.62,0.77,0.75,0.75,0.71,0.62,0.77,0.76,0.39,0.62,0.61,0.62,0.71,0.57,0.75,0.97,0.65,0.62,0.35,0.69,0.3,0.96,0.89,0.5,0.38,0.7,0.49,0.47,0.82,0.58,0.74,0.19,0.6,0.81,0.78,0.71,0.35,0.52,0.3,0.4
chr19,20369670,0.62,0.56,0.86,0.62,0.25,0.88,0.1,0.7,0.76,0.52,0.86,0.21,0.61,0.75,0.71,0.52,0.53,0.5,0.83,0.78,0.33,0.42,0.48,0.5,0.52,0.54,0.74,0.76,0.47,0.38,0.58,0.42,0.03,0.83,0.91,0.47,0.3,0.63,0.49,0.28,0.55,0.34,0.5,0.32,0.57,0.58,0.74,0.7,0.38,0.52,0.28,0.35
chr19,20388993,0.78,0.41,0.9,0.91,0.07,0.62,0.13,0.4,0.75,0.3,0.65,0.29,0.72,0.68,0.56,0.59,0.55,0.31,0.61,0.72,0.28,0.3,0.41,0.32,0.39,0.49,0.69,0.76,0.35,0.6,0.42,0.47,0.15,0.73,0.79,0.48,0.24,0.58,0.52,0.38,0.65,0.58,0.74,0.08,0.7,0.57,0.61,0.44,0.39,0.5,0.24,0.45
chr19,20420050,0.65,0.62,0.45,0.58,0.83,0.21,0.92,0.59,0.57,0.95,0.44,0.89,0.41,0.42,0.38,0.61,0.67,0.79,0.55,0.52,0.96,0.9,0.82,0.81,0.86,0.84,0.49,0.27,0.77,0.93,0.85,0.86,0.83,0.62,0.46,0.85,0.83,0.49,0.9,0.9,0.66,0.5,0.68,0.91,0.5,0.78,0.41,0.22,0.92,0.59,0.96,0.7
chr19,20468186,0.35,0.62,0.76,0.65,0.17,0.77,0.2,0.38,0.68,0.23,0.8,0.33,0.64,0.65,0.62,0.45,0.26,0.26,0.43,0.54,0.15,0.44,0.16,0.29,0.27,0.3,0.77,0.73,0.66,0.52,0.38,0.4,0.23,0.8,0.81,0.6,0.52,0.75,0.16,0.31,0.43,0.38,0.35,0.22,0.33,0.36,0.57,0.86,0.19,0.25,0.18,0.45
chr19,20565641,0.59,0.55,0.0,0.0,0.92,0.0,0.92,0.66,0.0,1.0,0.0,0.89,0.0,0.0,0.21,0.53,0.76,0.86,0.19,0.06,0.97,0.94,0.89,1.0,0.98,0.81,0.18,0.18,1.0,0.94,1.0,0.97,0.97,0.0,0.0,0.87,1.0,0.03,1.0,0.89,0.8,0.66,0.85,1.0,0.91,0.78,0.41,0.06,1.0,0.91,0.94,1.0
chr19,20607466,0.49,0.72,0.0,0.0,0.65,0.0,0.87,0.52,0.04,0.9,0.03,0.77,0.09,0.0,0.0,0.29,0.78,0.52,0.16,0.0,0.77,1.0,0.88,1.0,0.96,0.79,0.08,0.13,0.83,0.81,0.94,0.97,0.81,0.0,0.05,0.81,0.92,0.1,1.0,0.68,0.84,0.6,0.79,0.97,0.89,0.97,0.33,0.0,1.0,0.74,0.93,0.97
chr19,23243046,0.13,0.42,0.98,1.0,0.33,1.0,0.19,0.09,0.36,0.48,0.46,0.6,0.22,0.28,0.44,0.33,0.16,0.13,0.55,0.32,0.08,0.52,0.21,0.11,0.15,0.23,0.4,0.48,0.11,0.52,0.42,0.15,0.2,0.97,0.46,0.3,0.62,0.29,0.14,0.32,0.44,0.42,0.33,0.38,0.2,0.25,0.37,0.51,0.28,0.28,0.43,0.34
chr19,25961108,0.86,0.85,0.33,0.41,0.5,0.36,0.55,0.92,0.17,0.2,0.19,0.24,0.28,0.2,0.23,0.24,0.24,0.26,0.23,0.17,0.22,0.23,0.26,0.21,0.23,0.3,0.2,0.17,0.25,0.33,0.44,0.27,0.33,0.19,0.93,0.7,0.33,0.79,0.67,0.68,0.78,0.72,0.81,0.33,0.67,0.69,0.58,0.45,0.53,0.88,0.48,0.37
chr20,7708820,0.97,0.97,1.0,1.0,1.0,1.0,1.0,0.92,1.0,0.5,0.85,1.0,1.0,1.0,1.0,1.0,0.95,1.0,1.0,0.95,1.0,0.75,0.92,0.92,0.97,0.93,0.56,0.82,0.41,0.5,0.25,0.32,0.57,1.0,0.84,0.55,0.74,1.0,0.84,0.8,0.88,1.0,1.0,1.0,0.97,0.97,0.95,0.74,0.64,0.97,1.0,0.33
chr20,7722076,0.92,0.86,0.81,0.93,0.81,0.85,0.87,0.8,0.71,0.71,0.5,0.78,0.76,1.0,0.81,0.71,0.81,0.86,0.94,0.94,0.92,0.58,0.71,0.71,0.76,0.71,0.61,0.62,0.18,0.38,0.37,0.17,0.71,0.93,0.58,0.25,0.62,0.84,0.86,0.68,0.78,0.73,1.0,0.83,0.82,1.0,0.84,0.57,0.5,0.69,0.91,0.19
chr20,13709650,0.82,0.77,0.4,0.35,0.33,0.28,0.37,0.85,0.15,0.56,0.59,0.38,0.21,0.53,0.46,0.48,0.67,0.21,0.22,0.59,0.67,0.56,0.39,0.55,0.42,0.82,0.69,0.76,0.22,0.32,0.5,0.53,0.43,0.17,0.55,0.41,0.61,0.22,0.38,0.52,0.84,0.84,0.72,0.58,0.74,0.79,0.77,0.88,0.37,0.85,0.35,0.52
chr20,13723255,0.86,0.82,0.47,0.34,0.32,0.38,0.48,0.86,0.42,0.38,0.67,0.44,0.45,0.57,0.38,0.44,0.7,0.22,0.28,0.48,0.83,0.54,0.67,0.69,0.49,0.78,0.74,0.73,0.05,0.32,0.45,0.5,0.34,0.4,0.59,0.29,0.54,0.3,0.34,0.83,0.84,0.88,0.72,0.58,0.72,0.83,0.81,0.72,0.49,0.82,0.61,0.46
chr20,21922066,0.96,0.95,0.61,0.69,0.53,0.72,0.53,0.97,0.6,0.61,0.41,0.5,0.44,0.5,0.59,0.52,0.49,0.7,0.41,0.41,0.5,0.48,0.56,0.44,0.52,0.48,0.65,0.55,0.63,0.37,0.5,0.57,0.61,0.42,0.94,0.9,0.65,0.97,0.96,0.92,0.94,0.88,0.91,0.82,0.93,0.96,0.95,1.0,0.88,0.97,0.88,0.59
chr21,5666949,0.55,0.18,0.85,0.89,0.94,0.81,0.71,0.24,0.9,0.65,0.71,0.93,0.93,0.86,0.88,0.91,0.51,0.7,0.74,0.8,0.89,0.9,0.73,0.73,0.56,0.28,0.55,0.6,0.38,0.73,0.58,0.73,0.48,0.96,0.74,0.66,0.87,0.71,0.71,0.65,0.37,0.38,0.37,0.78,0.53,0.42,0.38,0.49,0.8,0.48,0.79,0.67
chr21,24998983,0.9,0.97,0.39,0.7,0.4,0.25,0.46,0.91,0.24,0.78,0.48,0.38,0.4,0.45,0.39,0.48,0.64,0.27,0.42,0.33,0.31,0.71,0.38,0.52,0.33,0.67,0.73,0.6,0.73,0.74,0.56,0.69,0.5,0.41,0.82,0.85,0.74,0.83,0.76,0.7,0.89,0.97,0.9,0.68,0.84,0.84,0.87,0.77,0.84,0.83,0.72,0.71
